,winner_winner_name,winner_loser_name,winner_event_date,winner_method,winner_round,winner_time,winner_time_format,winner_bout_type,winner_event_name,winner_event_location,winner_winner_stance,winner_loser_stance,winner_winner,winner_delta_KD,winner_delta_sig_str_pct,winner_delta_total_str_pct,winner_delta_TD_pct,winner_delta_sub_att,winner_delta_rev,winner_delta_ctrl,winner_delta_sig_str_head_acc_pct,winner_delta_sig_str_body_acc_pct,winner_delta_sig_str_leg_acc_pct,winner_delta_sig_str_distance_acc_pct,winner_delta_sig_str_clinch_acc_pct,winner_delta_sig_str_ground_acc_pct,winner_delta_sig_str_head_tar_pct,winner_delta_sig_str_body_tar_pct,winner_delta_sig_str_leg_tar_pct,winner_delta_sig_str_distance_pos_pct,winner_delta_sig_str_clinch_pos_pct,winner_delta_sig_str_ground_pos_pct,winner_delta_height,winner_delta_reach,winner_delta_slpm_cs,winner_delta_str_acc_cs,winner_delta_sapm_cs,winner_delta_str_def_cs,winner_delta_td_avg_cs,winner_delta_td_acc_cs,winner_delta_td_def_cs,winner_delta_sub_avg_cs,winner_Unnamed: 0,winner_fighter_name,winner_Height,winner_Weight,winner_Reach,winner_SLpM,winner_Str_Acc,winner_SApM,winner_Str_Def,winner_TD_Avg,winner_TD_Acc,winner_TD_Def,winner_Sub_Avg,winner_Stance_Open Stance,winner_Stance_Orthodox,winner_Stance_Southpaw,winner_Stance_Switch,winner_Age,winner_Female
3024,anthony johnson,rogerio nogueira,26/07/2014,KO/TKO,1.0,0:44,3 Rnd (5-5-5),Light Heavyweight Bout,UFC on FOX: Lawler vs Brown,"San Jose, California, USA",Orthodox,Southpaw,red,1.0,47.0,47.06,0.0,0.0,0.0,1.0,47.06,0.0,0.0,47.06,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,7.62,0.82,12.0,-0.51,1.0,1.79,13.0,15.0,-0.2,423,anthony johnson,74,205.0,74,3.25,0.47,1.83,0.6,2.43,0.57,0.77,0.6,0,1,0,0,42.0,0
3025,dennis bermudez,clay guida,26/07/2014,Submission,2.0,2:57,3 Rnd (5-5-5),Featherweight Bout,UFC on FOX: Lawler vs Brown,"San Jose, California, USA",Orthodox,Orthodox,blue,0.0,6.0,7.84,28.0,1.0,0.0,114.0,3.48,-16.67,6.67,2.42,10.25,0.0,-9.0,7.0,2.0,-14.0,14.0,0.0,-2.54,-10.16,1.98,12.0,0.5,-4.0,0.53,2.0,14.0,0.4,77,dennis bermudez,66,155.0,66,4.42,0.46,3.07,0.59,3.89,0.4,0.82,1.1,0,1,0,0,39.0,0
3026,jorge masvidal,daron cruickshank,26/07/2014,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Lightweight Bout,UFC on FOX: Lawler vs Brown,"San Jose, California, USA",Orthodox,Switch,blue,-1.0,33.0,39.56,-16.0,1.0,0.0,426.0,40.88,40.87,-50.0,23.63,88.89,27.28,37.0,-15.0,-22.0,-44.0,15.0,29.0,7.62,5.08,1.32,9.0,0.02,8.0,-0.47,18.0,17.0,0.2,553,jorge masvidal,71,170.0,71,4.2,0.47,3.0,0.65,1.57,0.59,0.77,0.4,0,1,0,0,41.0,0
3027,patrick cummins,kyle kingsbury,26/07/2014,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Light Heavyweight Bout,UFC on FOX: Lawler vs Brown,"San Jose, California, USA",Orthodox,Orthodox,blue,0.0,31.0,39.46,58.0,0.0,0.0,558.0,44.23,-28.57,31.25,15.6,-23.08,69.84,59.0,-12.0,-48.0,-46.0,-14.0,60.0,-5.08,-7.62,1.29,10.0,-0.46,4.0,1.85,0.0,-24.0,0.1,182,patrick cummins,74,205.0,74,4.26,0.5,3.35,0.55,4.49,0.41,0.28,0.1,0,1,0,0,45.0,0
3028,tim means,hernani perpetuo,26/07/2014,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Welterweight Bout,UFC on FOX: Lawler vs Brown,"San Jose, California, USA",Orthodox,Orthodox,blue,0.0,8.0,7.3,25.0,0.0,0.0,31.0,6.75,9.97,10.63,8.74,0.0,0.0,-6.0,16.0,-11.0,3.0,-3.0,0.0,5.08,,2.43,19.0,-0.79,6.0,0.92,41.0,27.0,-0.3,571,tim means,74,170.0,74,5.16,0.48,3.58,0.61,0.92,0.41,0.64,0.2,0,1,0,0,42.0,0
3029,tiago dos santos e silva,akbarh arreola,26/07/2014,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Lightweight Bout,UFC on FOX: Lawler vs Brown,"San Jose, California, USA",Orthodox,Southpaw,blue,0.0,-3.0,4.03,-100.0,0.0,0.0,195.0,0.04,-46.78,25.39,-8.32,18.57,-100.0,2.0,-41.0,38.0,-25.0,35.0,-10.0,-2.54,-2.54,1.37,-10.0,0.22,3.0,-0.44,-89.0,0.0,-0.1,223,tiago dos santos e silva,69,145.0,69,3.69,0.35,4.23,0.59,0.63,0.11,0.33,0.3,0,1,0,0,38.0,0
3030,gilbert burns,andreas stahl,26/07/2014,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Welterweight Bout,UFC on FOX: Lawler vs Brown,"San Jose, California, USA",Orthodox,Orthodox,blue,0.0,-5.0,-11.65,20.0,0.0,0.0,42.0,-6.11,-9.78,-13.33,-4.97,6.28,-100.0,-7.0,13.0,-5.0,2.0,3.0,-4.0,-2.54,,0.39,8.0,-1.7,-3.0,0.53,-31.0,-30.0,0.7,112,gilbert burns,70,170.0,70,3.22,0.45,3.04,0.54,2.08,0.35,0.5,0.7,0,1,0,0,39.0,0
3031,joanna jedrzejczyk,juliana lima,26/07/2014,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC on FOX: Lawler vs Brown,"San Jose, California, USA",Orthodox,Orthodox,blue,0.0,4.0,-6.33,-7.0,0.0,0.0,-361.0,4.46,-1.67,-18.75,3.53,15.0,-66.67,8.0,29.0,-36.0,1.0,10.0,-11.0,2.54,0.0,4.36,4.0,0.97,9.0,-1.44,31.0,11.0,0.1,413,joanna jedrzejczyk,66,115.0,66,6.3,0.48,3.08,0.64,0.28,0.62,0.81,0.1,0,1,0,0,38.0,1
3032,noad lahat,steven siler,26/07/2014,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Featherweight Bout,UFC on FOX: Lawler vs Brown,"San Jose, California, USA",Orthodox,Orthodox,blue,0.0,-10.0,6.09,23.0,2.0,-1.0,-22.0,-11.95,-33.33,-4.17,-13.73,-33.33,71.43,-17.0,-2.0,18.0,-7.0,-2.0,10.0,-5.08,-2.54,-0.42,5.0,-1.49,9.0,1.9,5.0,-39.0,0.8,474,noad lahat,69,145.0,69,2.79,0.46,1.47,0.63,2.37,0.26,0.16,2.4,0,1,0,0,41.0,0
3033,gunnar nelson,zak cummings,19/07/2014,Submission,2.0,4:48,3 Rnd (5-5-5),Welterweight Bout,UFC Fight Night: McGregor vs Brandao,"Dublin, Leinster, Ireland",Switch,Southpaw,red,0.0,30.0,41.07,100.0,1.0,0.0,-11.0,30.71,50.0,-55.56,34.04,0.0,100.0,25.0,3.0,-27.0,25.0,-40.0,15.0,-2.54,-7.62,-0.87,25.0,0.5,-6.0,1.04,27.0,1.0,0.2,634,gunnar nelson,71,170.0,71,1.71,0.57,3.33,0.49,1.72,0.55,0.66,0.9,0,0,0,1,37.0,0
3034,ilir latifi,chris dempsey,19/07/2014,KO/TKO,1.0,2:07,3 Rnd (5-5-5),Light Heavyweight Bout,UFC Fight Night: McGregor vs Brandao,"Dublin, Leinster, Ireland",Orthodox,Orthodox,red,0.0,31.0,33.12,100.0,0.0,0.0,3.0,17.5,100.0,100.0,50.0,-100.0,100.0,-44.0,6.0,37.0,93.0,-100.0,6.0,0.0,2.54,-0.24,8.0,0.02,-9.0,-0.62,9.0,84.0,0.4,480,ilir latifi,70,205.0,70,2.01,0.4,2.84,0.56,2.02,0.32,1.0,0.4,0,1,0,0,42.0,0
3035,neil seery,phil harris,19/07/2014,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Flyweight Bout,UFC Fight Night: McGregor vs Brandao,"Dublin, Leinster, Ireland",Orthodox,Orthodox,red,1.0,9.0,4.31,89.0,0.0,0.0,63.0,6.12,-11.11,-35.0,6.01,-6.67,-40.0,-17.0,3.0,14.0,-22.0,0.0,23.0,0.0,-2.54,1.22,15.0,0.63,-10.0,-0.98,6.0,-7.0,1.6,822,neil seery,64,125.0,64,3.56,0.41,3.79,0.58,0.78,0.27,0.53,1.6,0,1,0,0,46.0,0
3036,cathal pendred,mike king,19/07/2014,Submission,2.0,3:33,3 Rnd (5-5-5),Middleweight Bout,UFC Fight Night: McGregor vs Brandao,"Dublin, Leinster, Ireland",Orthodox,,red,-1.0,-31.0,-23.47,35.0,-1.0,0.0,-19.0,-34.72,-15.0,-50.0,-22.9,-50.0,33.33,-23.0,20.0,4.0,37.0,-4.0,-33.0,-5.08,,-1.95,-14.0,1.72,-17.0,0.71,-2.0,43.0,-3.1,690,cathal pendred,73,170.0,73,2.49,0.44,3.01,0.55,2.46,0.23,0.83,0.4,0,1,0,0,38.0,0
3037,trevor smith,tor troeng,19/07/2014,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Middleweight Bout,UFC Fight Night: McGregor vs Brandao,"Dublin, Leinster, Ireland",Orthodox,Orthodox,blue,0.0,14.0,14.24,20.0,2.0,2.0,166.0,14.73,-15.2,0.0,9.82,-13.74,94.12,-10.0,-12.0,21.0,-18.0,-20.0,38.0,2.54,,2.13,9.0,0.05,19.0,1.08,25.0,-6.0,0.4,855,trevor smith,75,185.0,75,3.29,0.55,3.31,0.51,1.7,0.32,0.6,0.7,0,1,0,0,45.0,0
3038,nikita krylov,cody donovan,19/07/2014,KO/TKO,1.0,4:57,3 Rnd (5-5-5),Light Heavyweight Bout,UFC Fight Night: McGregor vs Brandao,"Dublin, Leinster, Ireland",Orthodox,Orthodox,blue,-1.0,7.0,8.18,-50.0,-2.0,2.0,18.0,5.77,-15.71,100.0,-0.32,6.87,33.34,-11.0,2.0,9.0,-2.0,-16.0,19.0,0.0,7.62,-1.28,-3.0,-2.92,-2.0,-0.33,5.0,55.0,-0.4,466,nikita krylov,75,205.0,75,4.33,0.56,2.52,0.43,1.34,0.33,0.55,1.3,0,1,0,0,34.0,0
3039,paddy holohan,josh sampo,19/07/2014,Submission,1.0,3:06,3 Rnd (5-5-5),Flyweight Bout,UFC Fight Night: McGregor vs Brandao,"Dublin, Leinster, Ireland",Orthodox,Orthodox,red,1.0,7.0,24.01,0.0,0.0,0.0,113.0,6.82,-50.0,60.0,6.06,0.0,42.86,4.0,-33.0,30.0,-30.0,0.0,30.0,15.24,12.7,0.14,10.0,-0.15,-9.0,1.82,14.0,31.0,-0.8,385,paddy holohan,70,125.0,70,2.13,0.46,2.81,0.46,2.88,0.47,0.71,1.3,0,1,0,0,37.0,0
3040,donald cerrone,jim miller,16/07/2014,KO/TKO,2.0,3:31,5 Rnd (5-5-5-5-5),Lightweight Bout,UFC Fight Night: Cowboy vs Miller,"Atlantic City, New Jersey, USA",Orthodox,Southpaw,red,1.0,1.0,0.72,-16.0,0.0,0.0,-13.0,8.45,-21.78,-6.84,3.48,-16.67,0.0,3.0,14.0,-18.0,8.0,-8.0,-1.0,12.7,5.08,1.7,6.0,1.47,-6.0,-0.5,-10.0,27.0,-0.7,145,donald cerrone,73,155.0,73,4.43,0.46,4.46,0.53,1.19,0.33,0.73,1.2,0,1,0,0,43.0,0
3041,edson barboza,evan dunham,16/07/2014,KO/TKO,1.0,3:06,3 Rnd (5-5-5),Lightweight Bout,UFC Fight Night: Cowboy vs Miller,"Atlantic City, New Jersey, USA",Orthodox,Southpaw,red,1.0,21.0,21.78,0.0,0.0,0.0,1.0,-0.68,100.0,100.0,18.55,100.0,-100.0,-60.0,50.0,10.0,0.0,20.0,-20.0,2.54,12.7,-1.35,4.0,0.49,-1.0,-1.38,11.0,-1.0,-0.9,62,edson barboza,71,145.0,71,3.98,0.43,4.03,0.6,0.44,0.44,0.78,0.1,0,1,0,0,40.0,0
3042,rick story,leonardo mafra,16/07/2014,Submission,2.0,2:12,3 Rnd (5-5-5),Welterweight Bout,UFC Fight Night: Cowboy vs Miller,"Atlantic City, New Jersey, USA",Southpaw,Orthodox,red,0.0,6.0,10.09,75.0,1.0,0.0,345.0,21.0,16.67,-100.0,-3.31,-100.0,-26.09,46.0,-37.0,-9.0,-43.0,-18.0,61.0,-2.54,2.54,-0.75,-7.0,-2.21,19.0,0.41,-35.0,-6.0,0.5,890,rick story,69,170.0,69,3.8,0.41,2.17,0.62,2.53,0.48,0.63,0.9,0,0,1,0,41.0,0
3043,john lineker,alptekin ozkilic,16/07/2014,KO/TKO,3.0,4:51,3 Rnd (5-5-5),Flyweight Bout,UFC Fight Night: Cowboy vs Miller,"Atlantic City, New Jersey, USA",Orthodox,Orthodox,red,1.0,2.0,1.19,25.0,0.0,0.0,-39.0,-2.54,21.9,0.0,1.74,9.23,66.67,-19.0,22.0,-2.0,-2.0,0.0,1.0,-5.08,5.08,1.55,8.0,-1.45,-3.0,-3.65,0.0,-8.0,0.6,505,john lineker,63,135.0,63,5.36,0.4,4.27,0.56,0.56,0.58,0.67,0.6,0,1,0,0,35.0,0
3044,gleison tibau,pat healy,16/07/2014,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Lightweight Bout,UFC Fight Night: Cowboy vs Miller,"Atlantic City, New Jersey, USA",Southpaw,Orthodox,red,0.0,7.0,9.65,66.0,0.0,0.0,139.0,17.46,-19.7,-20.0,8.86,-21.12,80.0,36.0,-36.0,0.0,0.0,-18.0,18.0,-5.08,-2.54,-0.62,-5.0,-0.06,13.0,1.0,16.0,37.0,-0.3,918,gleison tibau,70,155.0,70,1.95,0.31,2.51,0.63,4.08,0.53,0.92,0.8,0,0,1,0,42.0,0
3045,aljamain sterling,hugo viana,16/07/2014,KO/TKO,3.0,3:50,3 Rnd (5-5-5),Bantamweight Bout,UFC Fight Night: Cowboy vs Miller,"Atlantic City, New Jersey, USA",Orthodox,Orthodox,blue,0.0,31.0,30.47,100.0,0.0,0.0,514.0,33.21,42.86,-30.0,3.34,-14.29,76.92,2.0,12.0,-15.0,-64.0,-1.0,64.0,2.54,10.16,1.79,11.0,-1.0,6.0,1.55,18.0,-9.0,0.9,884,aljamain sterling,67,135.0,67,4.84,0.49,2.2,0.63,1.77,0.24,0.41,0.9,0,1,0,0,36.0,0
3046,claudia gadelha,tina lahdemaki,16/07/2014,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Cowboy vs Miller,"Atlantic City, New Jersey, USA",Orthodox,Orthodox,red,0.0,22.0,29.07,83.0,2.0,0.0,435.0,20.05,12.5,50.0,14.77,7.14,69.44,-2.0,1.0,1.0,-31.0,-5.0,35.0,5.08,,1.38,21.0,-0.1,0.0,3.03,42.0,42.0,0.7,289,claudia gadelha,64,115.0,64,3.31,0.41,4.57,0.57,3.03,0.42,0.58,0.7,0,1,0,0,37.0,1
3047,frankie edgar,bj penn,06/07/2014,KO/TKO,3.0,4:16,5 Rnd (5-5-5-5-5),Featherweight Bout,The Ultimate Fighter: Team Edgar vs. Team Penn Finale,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,36.0,15.65,100.0,0.0,0.0,532.0,33.82,60.0,80.0,18.88,0.0,72.5,-16.0,6.0,8.0,-65.0,0.0,64.0,-7.62,-5.08,0.94,-9.0,-0.49,10.0,1.09,-24.0,-9.0,-0.2,234,frankie edgar,66,135.0,66,3.7,0.39,2.71,0.66,2.28,0.31,0.65,0.3,0,1,0,0,44.0,0
3048,dustin ortiz,justin scoggins,06/07/2014,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Flyweight Bout,The Ultimate Fighter: Team Edgar vs. Team Penn Finale,"Las Vegas, Nevada, USA",Orthodox,Southpaw,blue,0.0,-4.0,3.52,-34.0,-3.0,2.0,160.0,-16.5,19.48,-60.0,-10.83,-5.0,-26.09,-18.0,31.0,-12.0,-18.0,-12.0,31.0,-5.08,-2.54,-0.62,-7.0,0.01,1.0,-0.41,-27.0,-30.0,-0.4,668,dustin ortiz,65,125.0,65,2.94,0.44,2.17,0.56,3.01,0.36,0.52,0.1,0,1,0,0,37.0,0
3049,kevin lee,jesse ronson,06/07/2014,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Lightweight Bout,The Ultimate Fighter: Team Edgar vs. Team Penn Finale,"Las Vegas, Nevada, USA",Orthodox,Southpaw,blue,0.0,-4.0,2.99,-17.0,-1.0,1.0,387.0,-0.83,5.0,-75.0,-10.09,27.14,100.0,11.0,14.0,-25.0,-20.0,8.0,12.0,-2.54,17.78,0.36,-7.0,0.24,-8.0,2.58,3.0,14.0,0.2,492,kevin lee,69,170.0,69,3.9,0.42,3.23,0.51,3.21,0.43,0.75,0.8,0,1,0,0,33.0,0
3050,leandro issa,jumabieke tuerxun,06/07/2014,Submission,3.0,3:49,3 Rnd (5-5-5),Bantamweight Bout,The Ultimate Fighter: Team Edgar vs. Team Penn Finale,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,0.0,6.0,11.91,25.0,3.0,1.0,143.0,-2.08,23.81,9.47,6.11,0.0,-50.0,-20.0,-6.0,26.0,2.0,0.0,-2.0,0.0,,0.48,9.0,0.09,-1.0,1.91,11.0,-16.0,0.3,403,leandro issa,67,135.0,67,2.08,0.37,3.17,0.58,2.38,0.22,0.5,1.2,0,1,0,0,42.0,0
3051,adriano martins,juan manuel puig,06/07/2014,KO/TKO,1.0,2:21,3 Rnd (5-5-5),Lightweight Bout,The Ultimate Fighter: Team Edgar vs. Team Penn Finale,"Las Vegas, Nevada, USA",Southpaw,Orthodox,red,1.0,12.0,14.51,0.0,0.0,0.0,3.0,26.69,-100.0,-61.54,15.42,0.0,0.0,70.0,-7.0,-61.0,0.0,0.0,0.0,2.54,,-3.11,15.0,-5.03,14.0,0.83,80.0,81.0,0.4,550,adriano martins,70,155.0,70,1.8,0.38,2.14,0.65,0.83,0.8,0.81,0.4,0,0,1,0,43.0,0
3052,sarah moras,alexis dufresne,06/07/2014,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Catch Weight Bout,The Ultimate Fighter: Team Edgar vs. Team Penn Finale,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,2.0,6.97,-50.0,0.0,0.0,-499.0,17.57,-66.67,0.0,-7.35,50.0,18.82,39.0,-35.0,-3.0,12.0,26.0,-38.0,-5.08,,0.95,7.0,0.25,-10.0,-0.83,-29.0,-17.0,0.8,603,sarah moras,67,135.0,67,2.28,0.34,3.58,0.5,0.67,0.21,0.33,0.8,0,1,0,0,37.0,1
3053,chris weidman,lyoto machida,05/07/2014,Decision - Unanimous,5.0,5:00,5 Rnd (5-5-5-5-5),UFC Middleweight Title Bout,UFC 175: Weidman vs Machida,"Las Vegas, Nevada, USA",Orthodox,Southpaw,red,0.0,-5.0,0.24,38.0,0.0,0.0,259.0,-1.89,-28.52,-1.96,-6.54,-20.83,66.67,5.0,-15.0,10.0,-9.0,0.0,9.0,2.54,10.16,0.44,-10.0,1.58,-9.0,2.72,-18.0,-10.0,0.5,965,chris weidman,74,185.0,74,3.03,0.43,3.15,0.52,3.93,0.47,0.65,0.9,0,1,0,0,41.0,0
3054,ronda rousey,alexis davis,05/07/2014,KO/TKO,1.0,0:16,5 Rnd (5-5-5-5-5),UFC Women's Bantamweight Title Bout,UFC 175: Weidman vs Machida,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,54.0,54.17,100.0,0.0,0.0,4.0,53.34,100.0,0.0,33.34,100.0,100.0,-8.0,7.0,0.0,-72.0,7.0,64.0,2.54,-5.08,-0.01,5.0,-0.04,-11.0,5.32,28.0,16.0,4.0,787,ronda rousey,67,135.0,67,4.17,0.52,4.14,0.44,6.26,0.68,0.5,4.8,0,1,0,0,39.0,1
3055,uriah hall,thiago santos,05/07/2014,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Middleweight Bout,UFC 175: Weidman vs Machida,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,3.0,1.08,100.0,1.0,0.0,-54.0,16.23,3.14,10.84,7.38,-50.0,-50.0,34.0,0.0,-34.0,14.0,-9.0,-4.0,-5.08,7.62,-0.93,3.0,1.21,-2.0,-0.03,0.0,3.0,0.1,347,uriah hall,72,185.0,72,3.34,0.51,3.54,0.53,0.67,0.38,0.69,0.2,0,1,0,0,41.0,0
3056,russell doane,marcus brimage,05/07/2014,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Bantamweight Bout,UFC 175: Weidman vs Machida,"Las Vegas, Nevada, USA",Orthodox,Southpaw,blue,0.0,-3.0,2.28,-67.0,0.0,0.0,247.0,6.88,22.22,20.0,-11.22,25.0,100.0,29.0,26.0,-55.0,-30.0,9.0,20.0,7.62,-2.54,-2.22,5.0,-1.96,-3.0,1.55,-55.0,-28.0,0.8,216,russell doane,67,135.0,67,1.75,0.4,1.68,0.53,2.11,0.45,0.52,0.8,0,1,0,0,39.0,0
3057,urijah faber,alex caceres,05/07/2014,Submission,3.0,1:09,3 Rnd (5-5-5),Bantamweight Bout,UFC 175: Weidman vs Machida,"Las Vegas, Nevada, USA",Orthodox,Southpaw,red,0.0,8.0,9.68,41.0,1.0,0.0,375.0,20.36,-21.43,16.67,-10.36,0.0,60.0,30.0,-10.0,-20.0,-35.0,0.0,35.0,-10.16,-15.24,-1.45,-10.0,-0.23,-1.0,0.97,-48.0,-6.0,0.0,260,urijah faber,66,135.0,66,2.65,0.4,2.59,0.64,1.54,0.3,0.58,0.8,0,1,0,0,46.0,0
3058,kenny robertson,ildemar alcantara,05/07/2014,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Welterweight Bout,UFC 175: Weidman vs Machida,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,30.0,34.02,-20.0,2.0,1.0,478.0,29.12,-4.17,0.0,25.29,-18.18,20.59,2.0,-24.0,23.0,-33.0,-10.0,42.0,-10.16,-10.16,1.79,9.0,0.39,2.0,-0.63,-42.0,-24.0,-0.1,765,kenny robertson,70,170.0,70,3.72,0.47,3.02,0.52,1.37,0.26,0.57,0.8,0,1,0,0,42.0,0
3059,rob font,george roop,05/07/2014,KO/TKO,1.0,2:19,3 Rnd (5-5-5),Bantamweight Bout,UFC 175: Weidman vs Machida,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,1.0,25.0,25.14,0.0,0.0,0.0,-13.0,21.03,60.0,25.0,20.9,66.67,50.0,8.0,-4.0,-5.0,-15.0,6.0,8.0,-12.7,-2.54,1.78,8.0,1.36,2.0,0.15,-21.0,-11.0,0.7,277,rob font,68,135.0,68,5.21,0.42,3.83,0.62,1.2,0.36,0.48,0.8,0,1,0,0,38.0,0
3060,cub swanson,jeremy stephens,28/06/2014,Decision - Unanimous,5.0,5:00,5 Rnd (5-5-5-5-5),Featherweight Bout,UFC Fight Night: Swanson vs Stephens,"San Antonio, Texas, USA",Orthodox,Orthodox,red,0.0,11.0,11.84,-25.0,0.0,0.0,-179.0,11.75,-8.6,3.74,9.96,71.43,0.0,2.0,-2.0,0.0,-1.0,1.0,0.0,-2.54,-2.54,1.46,10.0,0.58,2.0,-0.07,13.0,-5.0,0.1,897,cub swanson,68,145.0,68,4.64,0.5,3.64,0.6,1.09,0.51,0.6,0.5,0,1,0,0,42.0,0
3061,kelvin gastelum,nicholas musoke,28/06/2014,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Welterweight Bout,UFC Fight Night: Swanson vs Stephens,"San Antonio, Texas, USA",Southpaw,Orthodox,red,0.0,10.0,15.52,-33.0,0.0,1.0,-179.0,7.61,22.73,-28.57,8.78,7.62,100.0,-7.0,4.0,2.0,-12.0,9.0,2.0,-7.62,-10.16,0.08,8.0,-0.88,2.0,0.06,20.0,-18.0,-0.1,300,kelvin gastelum,69,185.0,69,3.64,0.43,2.92,0.59,1.22,0.39,0.64,0.1,0,0,1,0,34.0,0
3062,cezar ferreira,andrew craig,28/06/2014,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Middleweight Bout,UFC Fight Night: Swanson vs Stephens,"San Antonio, Texas, USA",Southpaw,Orthodox,red,-1.0,9.0,-6.06,50.0,0.0,0.0,293.0,-4.96,-8.78,60.0,6.76,100.0,0.0,-45.0,43.0,3.0,-1.0,5.0,-3.0,0.0,5.08,-0.49,2.0,-0.57,3.0,2.16,16.0,12.0,0.5,264,cezar ferreira,73,185.0,73,1.9,0.42,2.44,0.53,2.69,0.53,0.84,0.5,0,0,1,0,41.0,0
3063,ricardo lamas,hacran dias,28/06/2014,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Featherweight Bout,UFC Fight Night: Swanson vs Stephens,"San Antonio, Texas, USA",Orthodox,Orthodox,red,0.0,-6.0,-11.95,-22.0,1.0,1.0,115.0,-14.78,-6.06,0.0,-16.35,-10.53,0.0,-24.0,-1.0,26.0,-35.0,35.0,0.0,0.0,5.08,1.05,6.0,-0.44,2.0,-0.66,-6.0,-30.0,0.4,476,ricardo lamas,68,145.0,68,3.13,0.47,2.87,0.57,1.84,0.33,0.46,0.9,0,1,0,0,43.0,0
3064,joe ellenberger,james moontasri,28/06/2014,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Lightweight Bout,UFC Fight Night: Swanson vs Stephens,"San Antonio, Texas, USA",Orthodox,Switch,red,-1.0,7.0,-4.52,30.0,2.0,0.0,86.0,5.63,-20.0,100.0,-7.02,30.0,21.03,-11.0,7.0,4.0,-4.0,16.0,-11.0,-2.54,2.54,-0.77,-1.0,-0.41,8.0,3.17,40.0,-79.0,0.9,242,joe ellenberger,69,155.0,69,1.62,0.47,3.45,0.48,3.17,0.4,0.0,1.1,0,1,0,0,41.0,0
3065,diego ferreira,colton smith,28/06/2014,Submission,1.0,0:38,3 Rnd (5-5-5),Lightweight Bout,UFC Fight Night: Swanson vs Stephens,"San Antonio, Texas, USA",Orthodox,Orthodox,blue,0.0,4.0,3.33,100.0,1.0,0.0,0.0,66.67,-25.0,-100.0,50.0,0.0,66.67,57.0,-8.0,-50.0,28.0,-58.0,28.0,-7.62,7.62,3.21,-4.0,0.96,7.0,-3.2,-10.0,43.0,-0.5,265,diego ferreira,69,155.0,69,4.85,0.37,3.26,0.58,0.89,0.26,0.68,0.9,0,1,0,0,41.0,0
3066,cody gibson,johnny bedford,28/06/2014,KO/TKO,1.0,0:38,3 Rnd (5-5-5),Bantamweight Bout,UFC Fight Night: Swanson vs Stephens,"San Antonio, Texas, USA",Orthodox,Orthodox,blue,1.0,-26.0,-26.14,0.0,0.0,0.0,4.0,-22.23,-100.0,100.0,-35.0,-7.14,0.0,-5.0,-28.0,33.0,24.0,-24.0,0.0,0.0,0.0,-2.06,-19.0,0.79,0.0,0.02,-24.0,-4.0,0.4,304,cody gibson,70,135.0,70,2.47,0.31,2.54,0.63,1.85,0.38,0.58,0.4,0,1,0,0,38.0,0
3067,ray borg,shane howell,28/06/2014,Submission,1.0,2:17,3 Rnd (5-5-5),Flyweight Bout,UFC Fight Night: Swanson vs Stephens,"San Antonio, Texas, USA",Orthodox,Orthodox,red,0.0,66.0,35.0,100.0,2.0,0.0,105.0,50.0,0.0,100.0,66.67,0.0,0.0,50.0,0.0,50.0,100.0,0.0,0.0,-10.16,,0.25,20.0,-0.62,6.0,3.89,50.0,26.0,1.0,89,ray borg,64,135.0,64,1.52,0.52,1.93,0.48,3.89,0.5,0.46,1.0,0,1,0,0,32.0,0
